,index,lead_ticker,lag_ticker,n,cc,p,lead_to_lag,validation,path
683,21776,PGAL,FUE,90,-0.270323,0.0351164,-1,,
684,21793,PGAL,ICLN,90,-0.265687,0.0384986,-1,invalid,PGAL>FUE>ICLN
685,21847,PGAL,RSX,90,-0.266883,0.0376014,-1,,
686,21860,PGAL,TAN,90,-0.267278,0.0373086,-1,invalid,PGAL>FUE>TAN
687,22111,PJP,EWJ,90,-0.300583,0.018584,-1,,
688,22205,PJP,SGG,90,-0.329868,0.00942708,-1,,
689,22230,PJP,VNM,90,-0.32575,0.0104117,-1,,
690,22240,PJP,XLK,90,-0.338646,0.00759481,-1,,
691,22271,PPLT,ECH,90,-0.389399,0.00192338,-1,,
692,22276,PPLT,EIS,90,-0.257719,0.0449396,-1,,
693,22300,PPLT,EWW,90,-0.262141,0.0412636,-1,invalid,PPLT>KSA>EWW
694,22304,PPLT,FAN,90,-0.256891,0.0456564,-1,,
695,22326,PPLT,IBB,90,-0.255943,0.0464891,-1,,
696,22331,PPLT,IGN,90,-0.268484,0.0364268,-1,,
697,22337,PPLT,ITB,90,-0.260038,0.0429795,-1,,
698,22355,PPLT,KSA,90,-0.274009,0.0326073,-1,,
699,22366,PPLT,NORW,90,-0.271052,0.0346081,-1,,
700,22374,PPLT,PJP,90,-0.284028,0.0265316,-1,,
701,22421,PPLT,XLV,90,-0.301737,0.0181151,-1,,
702,22547,PSP,PBJ,90,-0.283951,0.0265743,-1,invalid,PSP>TAN>PBJ
703,22572,PSP,TAN,90,-0.299922,0.018857,-1,,
704,22586,PSP,VNM,90,-0.291122,0.0228312,-1,invalid,PSP>TAN>VNM
705,22597,PSP,XLP,90,-0.265156,0.0389023,-1,,
706,22821,QABA,EWH,90,-0.272228,0.0338004,-1,invalid,QABA>XLP>EDEN>EWH
707,22881,QABA,JJS,90,-0.255722,0.0466853,-1,,
708,22944,QABA,VNQI,90,-0.321875,0.0114183,-1,,
709,22953,QABA,XLP,90,-0.289801,0.0234855,-1,,
710,22966,QAT,BIL,90,-0.304099,0.017187,-1,invalid,QAT>GXG>ECH>EIS>EWH>BIL
711,23034,QAT,GXG,90,-0.312891,0.014081,-1,,
712,23052,QAT,IYK,90,-0.256975,0.0455833,-1,invalid,QAT>JO>DBB>CWB>YCS>IYK
713,23062,QAT,JO,90,-0.304326,0.0171,-1,,
714,23116,QAT,URA,90,-0.332879,0.00875953,-1,,
715,23131,QAT,XLP,90,-0.290085,0.0233435,-1,,
716,23141,REZ,AGND,90,-0.413929,0.000912858,-1,,
717,23214,REZ,HYG,90,-0.304496,0.0170352,-1,,
718,23232,REZ,IYT,90,-0.267172,0.0373871,-1,,
719,23296,REZ,UUP,90,-0.315388,0.0132923,-1,,
720,23322,RSX,BIL,90,-0.252435,0.0496802,-1,invalid,RSX>EWY>BIL
721,23369,RSX,EWY,90,-0.348997,0.0058402,-1,,
722,23372,RSX,FAN,90,-0.374265,0.00296409,-1,invalid,RSX>ICLN>FAN
723,23395,RSX,ICLN,90,-0.265546,0.0386056,-1,,
724,23407,RSX,IYG,90,-0.335468,0.00821865,-1,,
725,23411,RSX,JETS,90,-0.330744,0.00922855,-1,,
726,23438,RSX,PBS,90,-0.27995,0.0288785,-1,,
727,23439,RSX,PEJ,90,-0.25555,0.0468386,-1,,
728,23457,RSX,SMH,90,-0.256705,0.0458193,-1,,
729,23476,RSX,VNM,90,-0.279308,0.0292633,-1,,
730,23484,RSX,XLF,90,-0.30964,0.0151679,-1,,
731,23731,SGG,FLOT,90,-0.272239,0.0337929,-1,,
732,23791,SGG,PAK,90,-0.32144,0.0115364,-1,,
733,23987,SHY,SIL,90,-0.25774,0.0449217,-1,invalid,SHY>SLV>SIL
734,23989,SHY,SLV,90,-0.258789,0.0440264,-1,,
735,24051,SIL,ECH,90,-0.352813,0.00528967,-1,,
736,24085,SIL,FDN,90,-0.277726,0.0302302,-1,,
737,24107,SIL,ICLN,90,-0.369457,0.00338634,-1,invalid,SIL>TAN>ICLN
738,24169,SIL,SMH,90,-0.316923,0.0128263,-1,,
739,24170,SIL,SOCL,90,-0.281884,0.0277446,-1,,
740,24174,SIL,TAN,90,-0.333662,0.00859274,-1,,
741,24198,SIL,XLK,90,-0.278596,0.0296951,-1,,
742,24213,SKYY,BJK,90,-0.27,0.035344,-1,,
743,24244,SKYY,EWG,90,-0.327073,0.0100862,-1,,
744,24245,SKYY,EWH,90,-0.335681,0.0081756,-1,invalid,SKYY>IYT>EWH
745,24247,SKYY,EWJ,90,-0.266031,0.0382383,-1,,
746,24251,SKYY,EWN,90,-0.255642,0.0467569,-1,,
747,24259,SKYY,EWY,90,-0.304071,0.0171976,-1,,
748,24262,SKYY,FAN,90,-0.287961,0.0244225,-1,invalid,SKYY>EWJ>FUE>CWB>YCS>EIDO>FAN
749,24298,SKYY,IYK,90,-0.296767,0.0202079,-1,,
750,24300,SKYY,IYT,90,-0.307838,0.015801,-1,,
751,24347,SKYY,SMH,90,-0.324936,0.0106166,-1,,
752,24353,SKYY,TAO,90,-0.307296,0.0159958,-1,invalid,SKYY>EWJ>FUE>TAO
753,24366,SKYY,VNM,90,-0.277234,0.030536,-1,,
754,24368,SKYY,VNQI,90,-0.311041,0.0146911,-1,invalid,SKYY>EWJ>FUE>VNQI
755,24375,SKYY,XLI,90,-0.266599,0.0378126,-1,,
756,24377,SKYY,XLP,90,-0.302619,0.0177637,-1,invalid,SKYY>VNM>XLP
757,24384,SKYY,YCS,90,-0.40824,0.00109058,-1,,
758,24398,SLV,CIBR,90,-0.307214,0.0160256,-1,invalid,SLV>NORW>CIBR
759,24407,SLV,ECH,90,-0.355922,0.00487541,-1,,
760,24440,SLV,FAN,90,-0.315147,0.0133666,-1,invalid,SLV>ECH>FAN
761,24441,SLV,FDN,90,-0.275721,0.0314938,-1,,
762,24463,SLV,ICLN,90,-0.341152,0.00713252,-1,invalid,SLV>IGN>PBJ>EWJ>FUE>ICLN
763,24467,SLV,IGN,90,-0.344669,0.00652502,-1,,
764,24473,SLV,ITB,90,-0.286784,0.0250382,-1,,
765,24502,SLV,NORW,90,-0.263507,0.0401795,-1,,
766,24521,SLV,SIL,90,-0.294641,0.0211642,-1,,
767,24609,SLX,EWP,90,-0.299584,0.0189979,-1,invalid,SLX>JETS>EWP
768,24615,SLX,EWY,90,-0.333902,0.00854231,-1,,
769,24657,SLX,JETS,90,-0.262536,0.0409475,-1,,
770,24878,SMH,SKYY,90,-0.259546,0.0433892,-1,,
771,24898,SMH,UUP,90,-0.293293,0.0217905,-1,,
772,24918,SMH,YCS,90,-0.38665,0.00208374,-1,,
773,25076,SOCL,UUP,90,-0.261183,0.0420379,-1,,
774,25096,SOCL,YCS,90,-0.401363,0.00134667,-1,,
775,25179,SOIL,IGN,90,-0.316191,0.0130466,-1,,
776,25189,SOIL,IYR,90,-0.254789,0.0475198,-1,,
777,25191,SOIL,JETS,90,-0.310048,0.0150279,-1,,
778,25256,SOIL,VNM,90,-0.309141,0.015341,-1,,
779,25274,SOIL,YCS,90,-0.280721,0.0284218,-1,invalid,SOIL>VNM>YCS
780,25491,SPY,EWH,90,-0.277222,0.0305434,-1,invalid,SPY>XLP>EDEN>EWH
781,25493,SPY,EWJ,90,-0.25349,0.048702,-1,,
782,25544,SPY,IYK,90,-0.276232,0.0311673,-1,invalid,SPY>EWJ>FUE>CWB>YCS>IYK
783,25610,SPY,UUP,90,-0.270805,0.0347791,-1,,
784,25612,SPY,VNM,90,-0.271347,0.0344034,-1,invalid,SPY>EWJ>VNM
785,25614,SPY,VNQI,90,-0.252771,0.0493673,-1,,
786,25623,SPY,XLP,90,-0.281863,0.0277567,-1,,
787,25630,SPY,YCS,90,-0.304866,0.0168947,-1,,
788,25636,TAN,BIL,90,-0.253901,0.0483254,-1,invalid,TAN>EIDO>BIL
789,25644,TAN,CIBR,90,-0.27409,0.0325536,-1,,
790,25656,TAN,EIDO,90,-0.272101,0.0338864,-1,invalid,TAN>ITA>GRN>BAL>JO>DBB>CWB>YCS>EIDO
791,25683,TAN,EWY,90,-0.266992,0.03752,-1,,
792,25690,TAN,FM,90,-0.264307,0.0395558,-1,invalid,TAN>ICLN>FM
793,25702,TAN,GRID,90,-0.273384,0.0330216,-1,,
794,25706,TAN,HYG,90,-0.305375,0.0167029,-1,invalid,TAN>CIBR>EWG>HYG
795,25709,TAN,ICLN,90,-0.256453,0.04604,-1,,
796,25714,TAN,IGV,90,-0.285791,0.0255679,-1,,
797,25718,TAN,ITA,90,-0.261998,0.0413787,-1,,
798,25724,TAN,IYT,90,-0.441234,0.000371747,-1,invalid,TAN>ICLN>IYT
799,25751,TAN,PBJ,90,-0.304536,0.0170198,-1,,
800,25753,TAN,PEJ,90,-0.347273,0.00610515,-1,invalid,TAN>CIBR>EWG>PEJ
801,25755,TAN,PHO,90,-0.313267,0.0139598,-1,,
802,25760,TAN,QABA,90,-0.252908,0.0492396,-1,invalid,TAN>XRT>CEW>QABA
803,25761,TAN,QAT,90,-0.27676,0.0308332,-1,,
804,25768,TAN,SKYY,90,-0.280399,0.0286115,-1,invalid,TAN>XRT>CEW>SKYY
805,25790,TAN,VNM,90,-0.272302,0.0337499,-1,,
806,25799,TAN,XLI,90,-0.259636,0.0433141,-1,,
807,25807,TAN,XRT,90,-0.332244,0.00889685,-1,,
808,25808,TAN,YCS,90,-0.273644,0.0328485,-1,invalid,TAN>CIBR>YCS
809,25939,TAO,QAT,90,-0.254151,0.0480979,-1,,
810,25995,THD,BNO,90,-0.283719,0.0267038,-1,,
811,26076,THD,IYC,90,-0.299557,0.0190093,-1,,
812,26131,THD,SPY,90,-0.276501,0.0309967,-1,invalid,THD>IYC>SPY
813,26160,THD,XLY,90,-0.27083,0.0347617,-1,,
814,26278,TIP,MINT,90,-0.292138,0.0223392,-1,,
815,26301,TIP,SIL,90,-0.253006,0.0491489,-1,,
816,26410,TLT,GDX,90,-0.256855,0.0456885,-1,invalid,TLT>GLD>GDX
817,26411,TLT,GLD,90,-0.263971,0.0398168,-1,,
818,26456,TLT,MINT,90,-0.33217,0.008913,-1,,
819,26479,TLT,SIL,90,-0.260399,0.0426808,-1,,
820,26481,TLT,SLV,90,-0.306882,0.0161459,-1,invalid,TLT>GLD>SLV
821,26523,TUR,AGND,90,-0.456754,0.000215511,-1,invalid,TUR>EWZ>AGND
822,26548,TUR,EIS,90,-0.299088,0.0192065,-1,,
823,26556,TUR,EWC,90,-0.25936,0.0435455,-1,,
824,26571,TUR,EWU,90,-0.263449,0.0402248,-1,,
825,26572,TUR,EWW,90,-0.305981,0.0164768,-1,,
826,26574,TUR,EWZ,90,-0.404278,0.00123217,-1,,
827,26576,TUR,FAN,90,-0.324586,0.0107057,-1,invalid,TUR>EWU>ICLN>FAN
828,26578,TUR,FLM,90,-0.26467,0.0392754,-1,,
829,26585,TUR,FXC,90,-0.263498,0.0401865,-1,invalid,TUR>KRE>EIDO>FXC
830,26599,TUR,ICLN,90,-0.34164,0.00704535,-1,,
831,26626,TUR,KRE,90,-0.264166,0.0396653,-1,invalid,TUR>EWZ>KRE
832,26650,TUR,QABA,90,-0.311825,0.0144298,-1,,
833,26684,TUR,VWO,90,-0.262211,0.0412079,-1,,
834,26694,TUR,XLY,90,-0.290535,0.02312,-1,,
835,26791,UAE,IYR,90,-0.252159,0.0499386,-1,,
836,26854,UAE,URA,90,-0.489257,6.3011e-05,-1,,
837,26859,UAE,VNQ,90,-0.297087,0.0200674,-1,,
838,26904,UGA,EIS,90,-0.291586,0.0226055,-1,,
839,26932,UGA,FAN,90,-0.300114,0.0187771,-1,,
840,27011,UGA,SGG,90,-0.328272,0.0097988,-1,,
841,27074,UHN,DBB,90,-0.271304,0.0344335,-1,,
842,27082,UHN,EIS,90,-0.306924,0.0161307,-1,,
843,27110,UHN,FAN,90,-0.303609,0.0173761,-1,invalid,UHN>IYG>EPP>FAN
844,27125,UHN,GREK,90,-0.283017,0.0270979,-1,,
845,27131,UHN,IAI,90,-0.264341,0.0395292,-1,,
846,27145,UHN,IYG,90,-0.292484,0.0221734,-1,,
847,27149,UHN,JETS,90,-0.32553,0.0104668,-1,,
848,27184,UHN,QABA,90,-0.264509,0.0393998,-1,,
849,27220,UHN,WOOD,90,-0.274661,0.0321794,-1,,
850,27222,UHN,XLF,90,-0.31235,0.0142571,-1,,
851,27260,UNG,EIS,90,-0.265989,0.0382703,-1,,
852,27294,UNG,FUE,90,-0.285601,0.0256703,-1,,
853,27327,UNG,JETS,90,-0.264003,0.0397922,-1,,
854,27433,URA,ECH,90,-0.299457,0.0190511,-1,,
855,27466,URA,FAN,90,-0.2869,0.0249769,-1,,
856,27539,URA,PZD,90,-0.254549,0.0477368,-1,,
857,27608,USO,DBB,90,-0.297291,0.0199783,-1,,
858,27611,USO,ECH,90,-0.262237,0.041187,-1,,
859,27614,USO,EIDO,90,-0.254283,0.0479779,-1,invalid,USO>KBE>EIDO
860,27665,USO,IAI,90,-0.252429,0.0496856,-1,,
861,27679,USO,IYG,90,-0.311351,0.0145871,-1,,
862,27683,USO,JETS,90,-0.279398,0.0292091,-1,,
863,27691,USO,KBE,90,-0.309287,0.0152904,-1,,
864,27694,USO,KRE,90,-0.29135,0.02272,-1,,
865,27695,USO,KSA,90,-0.275979,0.0313287,-1,invalid,USO>ECH>EIS>KSA
866,27711,USO,PEJ,90,-0.315749,0.0131815,-1,,
867,27718,USO,QABA,90,-0.336924,0.00792744,-1,,
868,27754,USO,WOOD,90,-0.272394,0.0336872,-1,,
869,27756,USO,XLF,90,-0.342508,0.00689258,-1,,
870,27782,UUP,COW,90,-0.292145,0.0223358,-1,,
871,27865,UUP,JJS,90,-0.311591,0.0145074,-1,,
872,28012,VCSH,GDX,90,-0.303105,0.0175723,-1,invalid,VCSH>IEI>GDX
873,28025,VCSH,IEI,90,-0.270735,0.0348284,-1,,
874,28058,VCSH,MINT,90,-0.278268,0.0298958,-1,invalid,VCSH>IEI>MINT
875,28128,VNM,BIL,90,-0.290495,0.0231398,-1,invalid,VNM>YCS>EIDO>BIL
876,28194,VNM,GRID,90,-0.289911,0.0234301,-1,,
877,28198,VNM,HYG,90,-0.255369,0.0469995,-1,invalid,VNM>XLP>HYG
878,28293,VNM,XLP,90,-0.262623,0.0408782,-1,,
879,28300,VNM,YCS,90,-0.254354,0.0479133,-1,invalid,VNM>GRID>YCS
880,28303,VNQ,AGND,90,-0.409749,0.00104061,-1,,
881,28376,VNQ,HYG,90,-0.30288,0.0176609,-1,,
882,28394,VNQ,IYT,90,-0.274082,0.0325592,-1,,
883,28401,VNQ,JJU,90,-0.259059,0.0437981,-1,,
884,28458,VNQ,UUP,90,-0.294639,0.021165,-1,,
885,28636,VNQI,UUP,90,-0.258135,0.0445821,-1,,
886,28656,VNQI,YCS,90,-0.289884,0.0234436,-1,,
887,28840,VWO,BIL,90,-0.275472,0.0316532,-1,invalid,VWO>IYT>EWH>BIL
888,28890,VWO,FAN,90,-0.256991,0.0455697,-1,,
889,28928,VWO,IYT,90,-0.26376,0.0399813,-1,,
890,28929,VWO,JETS,90,-0.253305,0.0488728,-1,,
891,28957,VWO,PEJ,90,-0.273981,0.0326256,-1,,
892,28964,VWO,QABA,90,-0.277017,0.0306719,-1,,
893,28965,VWO,QAT,90,-0.265441,0.0386849,-1,,
894,29012,VWO,YCS,90,-0.337743,0.00776781,-1,,
895,29047,WEAT,EWA,90,-0.253634,0.04857,-1,,
896,29068,WEAT,FAN,90,-0.268966,0.03608,-1,,
897,29075,WEAT,FXA,90,-0.371958,0.00316046,-1,,
898,29082,WEAT,GLTR,90,-0.302941,0.0176368,-1,,
899,29091,WEAT,ICLN,90,-0.278714,0.0296232,-1,invalid,WEAT>GLTR>ICLN
900,29116,WEAT,KIE,90,-0.326696,0.0101781,-1,,
901,29139,WEAT,PPLT,90,-0.293378,0.0217504,-1,,
902,29151,WEAT,SLV,90,-0.309108,0.0153527,-1,,
903,29282,WOOD,IYK,90,-0.315557,0.0132402,-1,invalid,WOOD>SMH>SKYY>IYK
904,29331,WOOD,SMH,90,-0.299295,0.019119,-1,,
905,29350,WOOD,VNM,90,-0.302172,0.0179411,-1,invalid,WOOD>SMH>SKYY>VNM
906,29385,XLE,CWB,90,-0.255107,0.0472342,-1,invalid,XLE>DBB>CWB
907,29388,XLE,DBB,90,-0.294087,0.0214196,-1,,
908,29396,XLE,EIS,90,-0.302902,0.017652,-1,invalid,XLE>DBB>EIS
909,29451,XLE,IGN,90,-0.348554,0.0059073,-1,,
910,29457,XLE,ITB,90,-0.269216,0.0359005,-1,,
911,29458,XLE,IYC,90,-0.3156,0.0132268,-1,,
912,29459,XLE,IYG,90,-0.339541,0.00742673,-1,invalid,XLE>IYC>IYG
913,29471,XLE,KBE,90,-0.357326,0.0046979,-1,,
914,29472,XLE,KIE,90,-0.316698,0.0128936,-1,invalid,XLE>IYC>KIE
915,29474,XLE,KRE,90,-0.348611,0.0058986,-1,,
916,29490,XLE,PBS,90,-0.334959,0.00832275,-1,,
917,29491,XLE,PEJ,90,-0.278142,0.0299731,-1,,
918,29498,XLE,QABA,90,-0.324339,0.0107691,-1,invalid,XLE>IYC>QABA
919,29506,XLE,SKYY,90,-0.27185,0.0340579,-1,,
920,29536,XLE,XLF,90,-0.339393,0.00745428,-1,invalid,XLE>IYC>XLF
921,29542,XLE,XLY,90,-0.346397,0.00624368,-1,,
922,29585,XLF,EWH,90,-0.282297,0.0275075,-1,,
923,29605,XLF,FLOT,90,-0.2761,0.0312515,-1,,
924,29708,XLF,VNQI,90,-0.260333,0.0427354,-1,,
925,29884,XLI,VNM,90,-0.287412,0.024708,-1,,
926,29941,XLK,EWH,90,-0.286773,0.0250439,-1,invalid,XLK>IYT>EWH
927,29994,XLK,IYK,90,-0.330564,0.00926896,-1,,
928,29996,XLK,IYT,90,-0.254228,0.0480275,-1,,
929,30002,XLK,JJT,90,-0.262913,0.0406484,-1,,
930,30023,XLK,PBJ,90,-0.275562,0.0315957,-1,,
931,30049,XLK,TAO,90,-0.252139,0.0499579,-1,,
932,30060,XLK,UUP,90,-0.271047,0.034611,-1,invalid,XLK>JJT>CYB>BKLN>UUP
933,30071,XLK,XLI,90,-0.287385,0.0247218,-1,,
934,30073,XLK,XLP,90,-0.329005,0.00962653,-1,invalid,XLK>TAO>QAT>XLP
935,30080,XLK,YCS,90,-0.377512,0.00270599,-1,,
936,30104,XLP,EDEN,90,-0.281599,0.0279092,-1,,
937,30117,XLP,EWD,90,-0.314408,0.013597,-1,,
938,30121,XLP,EWJ,90,-0.254679,0.0476189,-1,invalid,XLP>PSP>PBJ>EWJ
939,30138,XLP,FLM,90,-0.287335,0.0247481,-1,,
940,30156,XLP,HYG,90,-0.348542,0.00590909,-1,invalid,XLP>SMH>SKYY>BJK>GRID>VNM>HYG
941,30208,XLP,PSP,90,-0.294946,0.0210249,-1,,
942,30209,XLP,PZD,90,-0.27748,0.030383,-1,,
943,30221,XLP,SMH,90,-0.274269,0.0324363,-1,,
944,30249,XLP,XLI,90,-0.29671,0.0202332,-1,invalid,XLP>SMH>SKYY>XLI
945,30261,XLU,AGND,90,-0.253706,0.0485042,-1,,
946,30620,XLY,BIL,90,-0.266317,0.0380237,-1,invalid,XLY>EIDO>BIL
947,30640,XLY,EIDO,90,-0.317132,0.0127641,-1,,
948,30653,XLY,EWH,90,-0.270306,0.0351283,-1,invalid,XLY>IYG>EWH
949,30655,XLY,EWJ,90,-0.32248,0.0112558,-1,,
950,30667,XLY,EWY,90,-0.306076,0.0164417,-1,,
951,30705,XLY,IYG,90,-0.274423,0.0323349,-1,,
952,30708,XLY,IYT,90,-0.257894,0.0447889,-1,,
953,30717,XLY,KBE,90,-0.291844,0.0224804,-1,,
954,30718,XLY,KIE,90,-0.329739,0.00945682,-1,,
955,30720,XLY,KRE,90,-0.286644,0.0251124,-1,,
956,30729,XLY,MOO,90,-0.252767,0.0493711,-1,,
957,30735,XLY,PBJ,90,-0.318639,0.0123223,-1,,
958,30744,XLY,QABA,90,-0.34555,0.00638027,-1,,
959,30757,XLY,SOIL,90,-0.26857,0.0363653,-1,,
960,30759,XLY,SPY,90,-0.265047,0.038986,-1,,
961,30780,XLY,WOOD,90,-0.25905,0.0438057,-1,,
962,30782,XLY,XLF,90,-0.293356,0.0217607,-1,,
963,30792,XLY,YCS,90,-0.309927,0.0150692,-1,,
964,30809,XME,CWB,90,-0.296764,0.0202093,-1,,
965,30827,XME,EWA,90,-0.268377,0.0365047,-1,,
966,30839,XME,EWP,90,-0.302269,0.0179023,-1,,
967,30845,XME,EWY,90,-0.292506,0.0221631,-1,,
968,30998,XOP,EIS,90,-0.304562,0.0170099,-1,,
969,31053,XOP,IGN,90,-0.267184,0.0373781,-1,,
970,31056,XOP,IHI,90,-0.288536,0.0241261,-1,,
971,31059,XOP,ITB,90,-0.275362,0.0317247,-1,,
972,31061,XOP,IYG,90,-0.293126,0.0218688,-1,invalid,XOP>XLY>IYG
973,31073,XOP,KBE,90,-0.318866,0.0122571,-1,,
974,31074,XOP,KIE,90,-0.302643,0.0177542,-1,invalid,XOP>XLY>KIE
975,31076,XOP,KRE,90,-0.3173,0.0127142,-1,,
976,31100,XOP,QABA,90,-0.319385,0.0121086,-1,invalid,XOP>XLY>QABA
977,31105,XOP,SGG,90,-0.265774,0.0384325,-1,,
978,31138,XOP,XLF,90,-0.299925,0.0188555,-1,invalid,XOP>XLY>XLF
979,31144,XOP,XLY,90,-0.262684,0.0408295,-1,,
980,31161,XRT,CEW,90,-0.28856,0.0241137,-1,,
981,31166,XRT,CYB,90,-0.252477,0.049641,-1,,
982,31171,XRT,ECH,90,-0.280917,0.0283067,-1,,
983,31174,XRT,EIDO,90,-0.34311,0.00678851,-1,,
984,31178,XRT,ENZL,90,-0.282861,0.0271859,-1,,
985,31181,XRT,EPP,90,-0.295266,0.0208793,-1,,
986,31183,XRT,EWA,90,-0.289499,0.0236367,-1,,
987,31195,XRT,EWP,90,-0.415044,0.000881244,-1,,
988,31199,XRT,EWU,90,-0.307718,0.0158439,-1,invalid,XRT>TUR>EWU
989,31201,XRT,EWY,90,-0.287128,0.0248567,-1,,
990,31204,XRT,FAN,90,-0.413338,0.000930017,-1,invalid,XRT>CYB>BKLN>BNO>DBB>CWB>YCS>EIDO>FAN
991,31227,XRT,ICLN,90,-0.337216,0.00787018,-1,,
992,31230,XRT,IGF,90,-0.332542,0.00883211,-1,invalid,XRT>CYB>BKLN>BNO>DBB>CWB>YCS>IGF
993,31253,XRT,KOL,90,-0.259365,0.0435409,-1,,
994,31255,XRT,KSA,90,-0.270811,0.0347755,-1,invalid,XRT>KOL>EIS>KSA
995,31268,XRT,PALL,90,-0.269824,0.0354681,-1,,
996,31272,XRT,PGAL,90,-0.355882,0.00488054,-1,invalid,XRT>CYB>BKLN>BNO>DBB>CWB>YCS>EIDO>PGAL
997,31279,XRT,QAT,90,-0.253971,0.0482621,-1,,
998,31299,XRT,TUR,90,-0.362983,0.00403904,-1,invalid,XRT>CYB>BKLN>BNO>DBB>CWB>YCS>EIDO>TUR
999,31310,XRT,VNQI,90,-0.300201,0.0187413,-1,,
1000,31352,YCS,EIDO,90,-0.291752,0.022525,-1,,
1001,31370,YCS,EWM,90,-0.312319,0.0142674,-1,,
1002,31408,YCS,IGF,90,-0.296398,0.0203714,-1,,
1003,31418,YCS,IYK,90,-0.334621,0.00839228,-1,,
1004,31425,YCS,JJS,90,-0.314366,0.0136103,-1,,
1005,31506,^VIX,AGG,90,-0.363891,0.0039412,-1,invalid,^VIX>FXF>AGG
1006,31522,^VIX,CYB,90,-0.263891,0.0398794,-1,,
1007,31571,^VIX,FXF,90,-0.341778,0.0070209,-1,,
1008,31572,^VIX,GDX,90,-0.441828,0.000364241,-1,,
1009,31573,^VIX,GLD,90,-0.362917,0.00404618,-1,invalid,^VIX>TLT>GLD
1010,31574,^VIX,GLTR,90,-0.343413,0.00673654,-1,,
1011,31579,^VIX,HYD,90,-0.328547,0.00973378,-1,,
1012,31584,^VIX,IEF,90,-0.362972,0.00404024,-1,,
1013,31585,^VIX,IEI,90,-0.363933,0.00393675,-1,invalid,^VIX>VCSH>IEI
1014,31615,^VIX,LQD,90,-0.417527,0.0008144,-1,,
1015,31616,^VIX,MBB,90,-0.374242,0.00296596,-1,,
1016,31618,^VIX,MINT,90,-0.447737,0.000296762,-1,,
1017,31622,^VIX,NORW,90,-0.287997,0.0244036,-1,invalid,^VIX>GDX>NORW
1018,31631,^VIX,PPLT,90,-0.255213,0.0471394,-1,,
1019,31641,^VIX,SIL,90,-0.449246,0.000281468,-1,invalid,^VIX>GDX>SIL
1020,31643,^VIX,SLV,90,-0.264897,0.0391007,-1,,
1021,31653,^VIX,TIP,90,-0.312783,0.0141161,-1,,
1022,31654,^VIX,TLT,90,-0.376593,0.00277695,-1,,
1023,31663,^VIX,VCSH,90,-0.395114,0.00162493,-1,,
